,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Company,Country,Tickers,Fossil Free Funds: Coal screen,Fossil Free Funds: Oil / gas screen,Fossil Free Funds: Macroclimate30 coal-fired utility screen,Fossil Free Funds: Fossil-fired utility screen,Fossil Free Funds: Clean200 screen,Deforestation Free Funds: Producer screen,Deforestation Free Funds: Financier screen,Deforestation Free Funds: Consumer brand screen,Deforestation Free Funds: Palm oil producer screen,Deforestation Free Funds: Palm oil consumer brand screen,Deforestation Free Funds: Paper / pulp producer screen,Deforestation Free Funds: Paper / pulp consumer brand screen,Deforestation Free Funds: Rubber producer screen,Deforestation Free Funds: Rubber consumer brand screen,Deforestation Free Funds: Timber producer screen,Deforestation Free Funds: Timber consumer brand screen,Deforestation Free Funds: Cattle producer screen,Deforestation Free Funds: Cattle consumer brand screen,Deforestation Free Funds: Soy producer screen,Deforestation Free Funds: Soy consumer brand screen,Weapons Free Funds: Major military contractor screen,Weapons Free Funds: Cluster munitions / landmines screen,Weapons Free Funds: Nuclear weapons screen,Gun Free Funds: Gun manufacturers screen,Gun Free Funds: Gun retailers screen,Tobacco Free Funds: Tobacco producers screen,Tobacco Free Funds: Tobacco-promoting entertainment companies screen,Gender Equality Funds: Has Equileap gender equality score,CreatedDate,Prison Free Funds: Prison industry screen,Prison Free Funds: Border industry screen,Prison Free Funds: Higher risk screen,Prison Free Funds: Private prison operators screen,Fossil Free Funds: Fossil fuel finance screen,Fossil Free Funds: Fossil fuel finance risk score,Fossil Free Funds: Fossil fuel insurance screen,Fossil Free Funds: Fossil fuel insurance risk score,Ticker,Stock_Price
43,24583,55749,4573,Regis Holdings Ltd,Mauritius,REGI.N0000,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,11/11/2020,N,N,N,N,N,0.0,N,0.0,REGI.N0000,0.0
44,25156,57150,5974,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,11/11/2020,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
45,25495,57853,413,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/21/2021,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
46,26314,59748,2308,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,1/21/2021,N,N,N,N,N,0.0,N,0.0, GARPF,0.1599999964237213
47,26758,60855,3415,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,1/21/2021,N,N,N,N,N,0.0,N,0.0,MMYT,32.290000915527344
48,27234,62139,4699,Regis Holdings Ltd,Mauritius,REGI.N0000,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/21/2021,N,N,N,N,N,0.0,N,0.0,REGI.N0000,0.0
49,27811,63569,6129,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/21/2021,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
50,28153,64277,413,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/3/2021,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
51,28966,66159,2295,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,3/3/2021,N,N,N,N,N,0.0,N,0.0, GARPF,0.12999999523162842
52,29407,67258,3394,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,3/3/2021,N,N,N,N,N,0.0,N,0.0,MMYT,37.459999084472656
53,29879,68538,4674,Regis Holdings Ltd,Mauritius,REGI.N0000,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/3/2021,N,N,N,N,N,0.0,N,0.0,REGI.N0000,0.0
54,30452,69964,6100,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/3/2021,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
55,30789,70666,411,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/1/2021,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
56,31600,72545,2290,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0.0,N,0.0, GARPF,0.17000000178813934
57,32040,73642,3387,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/1/2021,N,N,N,N,N,0.0,N,0.0,MMYT,33.04999923706055
58,32510,74919,4664,Regis Holdings Ltd,Mauritius,REGI.N0000,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/1/2021,N,N,N,N,N,0.0,N,0.0,REGI.N0000,0.0
59,33083,76343,6088,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/1/2021,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
60,33420,77037,405,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/3/2021,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
61,34241,78919,2287,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0.0,N,0.0, GARPF,0.20000000298023224
62,34680,80014,3382,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0.0,N,0.0,MMYT,27.59000015258789
63,35155,81307,4675,Regis Holdings Ltd,Mauritius,REGI.N0000,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/3/2021,N,N,N,N,N,0.0,N,0.0,REGI.N0000,0.0
64,35728,82732,6100,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/3/2021,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
