,Company,Country,CreatedDate,Ticker,Quantity,Stock_Price,Invested_Value,ESGScore
2859,CIMC Enric Holdings Ltd,Cayman Islands,7/15/2022, CIMEF,10000,0.99000001,9900.0001,0.396825397
2981,CIMC Enric Holdings Ltd,Cayman Islands,8/8/2022, CIMEF,10000,0.870000005,8700.00005,0.396825397
3102,CIMC Enric Holdings Ltd,Cayman Islands,9/14/2022, CIMEF,10000,1.195000052,11950.00052,0.396825397
3223,CIMC Enric Holdings Ltd,Cayman Islands,10/19/2022, CIMEF,10000,0.99000001,9900.0001,0.396825397
3343,CIMC Enric Holdings Ltd,Cayman Islands,11/9/2022, CIMEF,10000,1.059999943,10599.99943,0.396825397
3462,CIMC Enric Holdings Ltd,Cayman Islands,12/16/2022, CIMEF,10000,0.959100008,9591.00008,0.396825397
3595,CIMC Enric Holdings Ltd,Cayman Islands,1/27/2023, CIMEF,10000,1.100000024,11000.00024,0.396825397
3727,CIMC Enric Holdings Ltd,Cayman Islands,2/8/2023, CIMEF,10000,1.070000052,10700.00052,0.396825397
3859,CIMC Enric Holdings Ltd,Cayman Islands,2/24/2023, CIMEF,10000,1.070000052,10700.00052,0.396825397
3995,CIMC Enric Holdings Ltd,Cayman Islands,3/9/2023, CIMEF,10000,1.070000052,10700.00052,0.396825397
6146,Technicolor SA,France,4/14/2020, TCH,10000,19550.0,195500000.0,0.396825397
6248,Technicolor SA,France,5/19/2020, TCH,10000,23400.0,234000000.0,0.396825397
6350,Technicolor SA,France,6/10/2020, TCH,10000,23600.0,236000000.0,0.396825397
6452,Technicolor SA,France,7/16/2020, TCH,10000,22200.0,222000000.0,0.396825397
6554,Technicolor SA,France,8/11/2020, TCH,10000,20700.0,207000000.0,0.396825397
4117,Beijing Capital International Airport Co Ltd,China,4/14/2020, BJCHF,10000,0.699999988,6999.99988,0.396825397
4189,Beijing Capital International Airport Co Ltd,China,5/19/2020, BJCHF,10000,0.620000005,6200.00005,0.396825397
4262,Beijing Capital International Airport Co Ltd,China,6/10/2020, BJCHF,10000,0.730000019,7300.00019,0.396825397
4335,Beijing Capital International Airport Co Ltd,China,7/16/2020, BJCHF,10000,0.639999986,6399.99986,0.396825397
4408,Beijing Capital International Airport Co Ltd,China,8/11/2020, BJCHF,10000,0.670000017,6700.00017,0.396825397
4479,Beijing Capital International Airport Co Ltd,China,9/28/2020, BJCHF,10000,0.589999974,5899.99974,0.396825397
4528,Beijing Capital International Airport Co Ltd,China,11/11/2020, BJCHF,10000,0.829999983,8299.99983,0.396825397
4578,Beijing Capital International Airport Co Ltd,China,1/21/2021, BJCHF,10000,0.800000012,8000.00012,0.396825397
4628,Beijing Capital International Airport Co Ltd,China,3/3/2021, BJCHF,10000,0.819999993,8199.99993,0.396825397
4679,Beijing Capital International Airport Co Ltd,China,4/1/2021, BJCHF,10000,0.75999999,7599.9999,0.396825397
4730,Beijing Capital International Airport Co Ltd,China,5/3/2021, BJCHF,10000,0.75,7500.0,0.396825397
4782,Beijing Capital International Airport Co Ltd,China,7/15/2021, BJCHF,10000,0.629999995,6299.99995,0.396825397
4834,Beijing Capital International Airport Co Ltd,China,8/9/2021, BJCHF,10000,0.550000012,5500.00012,0.396825397
4886,Beijing Capital International Airport Co Ltd,China,9/2/2021, BJCHF,10000,0.589999974,5899.99974,0.396825397
4938,Beijing Capital International Airport Co Ltd,China,9/9/2021, BJCHF,10000,0.620000005,6200.00005,0.396825397
4990,Beijing Capital International Airport Co Ltd,China,10/19/2021, BJCHF,10000,0.639999986,6399.99986,0.396825397
5042,Beijing Capital International Airport Co Ltd,China,10/29/2021, BJCHF,10000,0.639999986,6399.99986,0.396825397
5093,Beijing Capital International Airport Co Ltd,China,12/14/2021, BJCHF,10000,0.620000005,6200.00005,0.396825397
5144,Beijing Capital International Airport Co Ltd,China,1/25/2022, BJCHF,10000,0.629999995,6299.99995,0.396825397
5195,Beijing Capital International Airport Co Ltd,China,2/9/2022, BJCHF,10000,0.709999979,7099.99979,0.396825397
5246,Beijing Capital International Airport Co Ltd,China,2/16/2022, BJCHF,10000,0.709999979,7099.99979,0.396825397
5297,Beijing Capital International Airport Co Ltd,China,3/16/2022, BJCHF,10000,0.589999974,5899.99974,0.396825397
5348,Beijing Capital International Airport Co Ltd,China,4/11/2022, BJCHF,10000,0.579999983,5799.99983,0.396825397
5399,Beijing Capital International Airport Co Ltd,China,5/11/2022, BJCHF,10000,0.5,5000.0,0.396825397
5450,Beijing Capital International Airport Co Ltd,China,6/14/2022, BJCHF,10000,0.579999983,5799.99983,0.396825397
5501,Beijing Capital International Airport Co Ltd,China,7/15/2022, BJCHF,10000,0.579999983,5799.99983,0.396825397
5552,Beijing Capital International Airport Co Ltd,China,8/8/2022, BJCHF,10000,0.600000024,6000.00024,0.396825397
5603,Beijing Capital International Airport Co Ltd,China,9/14/2022, BJCHF,10000,0.589999974,5899.99974,0.396825397
5659,Beijing Capital International Airport Co Ltd,China,10/19/2022, BJCHF,10000,0.550000012,5500.00012,0.396825397
5717,Beijing Capital International Airport Co Ltd,China,11/9/2022, BJCHF,10000,0.600000024,6000.00024,0.396825397
5775,Beijing Capital International Airport Co Ltd,China,12/16/2022, BJCHF,10000,0.75999999,7599.9999,0.396825397
5832,Beijing Capital International Airport Co Ltd,China,1/27/2023, BJCHF,10000,0.75999999,7599.9999,0.396825397
5889,Beijing Capital International Airport Co Ltd,China,2/8/2023, BJCHF,10000,0.75999999,7599.9999,0.396825397
5946,Beijing Capital International Airport Co Ltd,China,2/24/2023, BJCHF,10000,0.779999971,7799.99971,0.396825397
6004,Beijing Capital International Airport Co Ltd,China,3/9/2023, BJCHF,10000,0.699999988,6999.99988,0.396825397
1570,Tencent Music Entertainment Group,Cayman Islands,9/9/2021, TME,10000,8.880000114,88800.00114,0.396825397
1694,Tencent Music Entertainment Group,Cayman Islands,10/19/2021, TME,10000,8.475000381,84750.00381,0.396825397
1818,Tencent Music Entertainment Group,Cayman Islands,10/29/2021, TME,10000,8.159999847,81599.99847,0.396825397
1944,Tencent Music Entertainment Group,Cayman Islands,12/14/2021, TME,10000,6.519999981,65199.99981,0.396825397
2070,Tencent Music Entertainment Group,Cayman Islands,1/25/2022, TME,10000,6.269999981,62699.99981,0.396825397
2196,Tencent Music Entertainment Group,Cayman Islands,2/9/2022, TME,10000,6.440000057,64400.00057,0.396825397
2322,Tencent Music Entertainment Group,Cayman Islands,2/16/2022, TME,10000,6.230000019,62300.00019,0.396825397
2445,Tencent Music Entertainment Group,Cayman Islands,3/16/2022, TME,10000,4.639999866,46399.99866,0.396825397
2568,Tencent Music Entertainment Group,Cayman Islands,4/11/2022, TME,10000,5.119999886,51199.99886,0.396825397
2691,Tencent Music Entertainment Group,Cayman Islands,5/11/2022, TME,10000,4.050000191,40500.00191,0.396825397
2811,Tencent Music Entertainment Group,Cayman Islands,6/14/2022, TME,10000,4.55700016,45570.0016,0.396825397
2933,Tencent Music Entertainment Group,Cayman Islands,7/15/2022, TME,10000,4.349999905,43499.99905,0.396825397
3055,Tencent Music Entertainment Group,Cayman Islands,8/8/2022, TME,10000,4.324999809,43249.99809,0.396825397
3176,Tencent Music Entertainment Group,Cayman Islands,9/14/2022, TME,10000,4.800000191,48000.00191,0.396825397
3296,Tencent Music Entertainment Group,Cayman Islands,10/19/2022, TME,10000,3.875,38750.0,0.396825397
3415,Tencent Music Entertainment Group,Cayman Islands,11/9/2022, TME,10000,3.795000076,37950.00076,0.396825397
3545,Tencent Music Entertainment Group,Cayman Islands,12/16/2022, TME,10000,8.140000343,81400.00343,0.396825397
3677,Tencent Music Entertainment Group,Cayman Islands,1/27/2023, TME,10000,8.949999809,89499.99809,0.396825397
3809,Tencent Music Entertainment Group,Cayman Islands,2/8/2023, TME,10000,8.640000343,86400.00343,0.396825397
3942,Tencent Music Entertainment Group,Cayman Islands,2/24/2023, TME,10000,7.599999905,75999.99905,0.396825397
4082,Tencent Music Entertainment Group,Cayman Islands,3/9/2023, TME,10000,7.550000191,75500.00191,0.396825397
25,Endeavour Mining Corp,Cayman Islands,4/14/2020, EDV,10000,168.1000061,1681000.061,0.396825397
116,Endeavour Mining Corp,Cayman Islands,5/19/2020, EDV,10000,165.7400055,1657400.055,0.396825397
207,Endeavour Mining Corp,Cayman Islands,6/10/2020, EDV,10000,161.9900055,1619900.055,0.396825397
297,Endeavour Mining Corp,Cayman Islands,7/16/2020, EDV,10000,171.0899963,1710899.963,0.396825397
387,Endeavour Mining Corp,Cayman Islands,8/11/2020, EDV,10000,171.3500061,1713500.061,0.396825397
480,Endeavour Mining Corp,Cayman Islands,9/28/2020, EDV,10000,167.6900024,1676900.024,0.396825397
584,Endeavour Mining Corp,Cayman Islands,11/11/2020, EDV,10000,155.6900024,1556900.024,0.396825397
693,Endeavour Mining Corp,Cayman Islands,1/21/2021, EDV,10000,144.7700043,1447700.043,0.396825397
803,Endeavour Mining Corp,Cayman Islands,3/3/2021, EDV,10000,130.5399933,1305399.933,0.396825397
914,Endeavour Mining Corp,Cayman Islands,4/1/2021, EDV,10000,127.4000015,1274000.015,0.396825397
1026,Endeavour Mining Corp,Cayman Islands,5/3/2021, EDV,10000,129.7700043,1297700.043,0.396825397
1143,Endeavour Mining Corp,Cayman Islands,7/15/2021, EDV,10000,140.4499969,1404499.969,0.396825397
6077,CGG,France,4/14/2020, CGGYY,10000,1.279999971,12799.99971,0.396825397
6179,CGG,France,5/19/2020, CGGYY,10000,1.159999967,11599.99967,0.396825397
6281,CGG,France,6/10/2020, CGGYY,10000,1.360000014,13600.00014,0.396825397
6383,CGG,France,7/16/2020, CGGYY,10000,1.070000052,10700.00052,0.396825397
6485,CGG,France,8/11/2020, CGGYY,10000,1.0,10000.0,0.396825397
6590,CGG,France,9/28/2020, CGGYY,10000,0.689999998,6899.99998,0.396825397
6702,CGG,France,11/11/2020, CGGYY,10000,0.819999993,8199.99993,0.396825397
6814,CGG,France,1/21/2021, CGGYY,10000,1.139999986,11399.99986,0.396825397
6928,CGG,France,3/3/2021, CGGYY,10000,1.269999981,12699.99981,0.396825397
7041,CGG,France,4/1/2021, CGGYY,10000,1.25,12500.0,0.396825397
7155,CGG,France,5/3/2021, CGGYY,10000,1.190000057,11900.00057,0.396825397
7269,CGG,France,7/15/2021, CGGYY,10000,0.769999981,7699.99981,0.396825397
7382,CGG,France,8/9/2021, CGGYY,10000,0.779999971,7799.99971,0.396825397
7494,CGG,France,9/2/2021, CGGYY,10000,0.860000014,8600.00014,0.396825397
7606,CGG,France,9/9/2021, CGGYY,10000,0.790000021,7900.00021,0.396825397
7717,CGG,France,10/19/2021, CGGYY,10000,0.810000002,8100.00002,0.396825397
7828,CGG,France,10/29/2021, CGGYY,10000,0.790000021,7900.00021,0.396825397
7939,CGG,France,12/14/2021, CGGYY,10000,0.74000001,7400.0001,0.396825397
8052,CGG,France,1/25/2022, CGGYY,10000,0.920000017,9200.00017,0.396825397
8165,CGG,France,2/9/2022, CGGYY,10000,0.959999979,9599.99979,0.396825397
8278,CGG,France,2/16/2022, CGGYY,10000,1.00999999,10099.9999,0.396825397
8392,CGG,France,3/16/2022, CGGYY,10000,1.0,10000.0,0.396825397
8501,CGG,France,4/11/2022, CGGYY,10000,1.080000043,10800.00043,0.396825397
8610,CGG,France,5/11/2022, CGGYY,10000,0.99000001,9900.0001,0.396825397
8719,CGG,France,6/14/2022, CGGYY,10000,1.029999971,10299.99971,0.396825397
8828,CGG,France,7/15/2022, CGGYY,10000,0.839999974,8399.99974,0.396825397
8936,CGG,France,8/8/2022, CGGYY,10000,0.860000014,8600.00014,0.396825397
9044,CGG,France,9/14/2022, CGGYY,10000,0.920000017,9200.00017,0.396825397
9152,CGG,France,10/19/2022, CGGYY,10000,0.75,7500.0,0.396825397
9259,CGG,France,11/9/2022, CGGYY,10000,0.699999988,6999.99988,0.396825397
9364,CGG,France,12/16/2022, CGGYY,10000,0.600000024,6000.00024,0.396825397
9464,CGG,France,1/27/2023, CGGYY,10000,0.839999974,8399.99974,0.396825397
9564,CGG,France,2/8/2023, CGGYY,10000,0.889999986,8899.99986,0.396825397
9664,CGG,France,2/24/2023, CGGYY,10000,0.839999974,8399.99974,0.396825397
9763,CGG,France,3/9/2023, CGGYY,10000,0.99000001,9900.0001,0.396825397
6887,Somfy SA,France,1/21/2021, SO,10000,60.59000015,605900.0015,0.396825397
7000,Somfy SA,France,3/3/2021, SO,10000,57.77999878,577799.9878,0.396825397
7113,Somfy SA,France,4/1/2021, SO,10000,62.33000183,623300.0183,0.396825397
7227,Somfy SA,France,5/3/2021, SO,10000,66.69999695,666999.9695,0.396825397
7340,Somfy SA,France,7/15/2021, SO,10000,62.72000122,627200.0122,0.396825397
7453,Somfy SA,France,8/9/2021, SO,10000,64.91000366,649100.0366,0.396825397
7565,Somfy SA,France,9/2/2021, SO,10000,66.98000336,669800.0336,0.396825397
7676,Somfy SA,France,9/9/2021, SO,10000,67.54000092,675400.0092,0.396825397
7787,Somfy SA,France,10/19/2021, SO,10000,63.15000153,631500.0153,0.396825397
7898,Somfy SA,France,10/29/2021, SO,10000,63.09000015,630900.0015,0.396825397
8010,Somfy SA,France,12/14/2021, SO,10000,66.45999908,664599.9908,0.396825397
8123,Somfy SA,France,1/25/2022, SO,10000,67.80000305,678000.0305,0.396825397
8236,Somfy SA,France,2/9/2022, SO,10000,68.38999939,683899.9939,0.396825397
8350,Somfy SA,France,2/16/2022, SO,10000,65.47000122,654700.0122,0.396825397
8461,Somfy SA,France,3/16/2022, SO,10000,68.68000031,686800.0031,0.396825397
8570,Somfy SA,France,4/11/2022, SO,10000,76.87000275,768700.0275,0.396825397
8679,Somfy SA,France,5/11/2022, SO,10000,74.98999786,749899.9786,0.396825397
8788,Somfy SA,France,6/14/2022, SO,10000,68.87999725,688799.9725,0.396825397
8896,Somfy SA,France,7/15/2022, SO,10000,72.48999786,724899.9786,0.396825397
9004,Somfy SA,France,8/8/2022, SO,10000,78.15000153,781500.0153,0.396825397
9112,Somfy SA,France,9/14/2022, SO,10000,79.73999786,797399.9786,0.396825397
9220,Somfy SA,France,10/19/2022, SO,10000,65.12000275,651200.0275,0.396825397
9327,Somfy SA,France,11/9/2022, SO,10000,64.37000275,643700.0275,0.396825397
9429,Somfy SA,France,12/16/2022, SO,10000,70.23000336,702300.0336,0.396825397
9529,Somfy SA,France,1/27/2023, SO,10000,68.16999817,681699.9817,0.396825397
9629,Somfy SA,France,2/8/2023, SO,10000,67.30999756,673099.9756,0.396825397
9728,Somfy SA,France,2/24/2023, SO,10000,64.65000153,646500.0153,0.396825397
10763,Southern Co,United States,4/14/2020, SO,10000,59.59000015,595900.0015,1.083333333
10836,Southern Co,United States,5/19/2020, SO,10000,54.36999893,543699.9893,1.083333333
10909,Southern Co,United States,6/10/2020, SO,10000,60.27999878,602799.9878,1.083333333
10982,Southern Co,United States,7/16/2020, SO,10000,53.90999985,539099.9985,1.083333333
11055,Southern Co,United States,8/11/2020, SO,10000,55.38000107,553800.0107,1.083333333
11128,Southern Co,United States,9/28/2020, SO,10000,54.70000076,547000.0076,1.083333333
11201,Southern Co,United States,11/11/2020, SO,10000,64.58000183,645800.0183,1.083333333
11274,Southern Co,United States,1/21/2021, SO,10000,60.59000015,605900.0015,1.083333333
11347,Southern Co,United States,3/3/2021, SO,10000,57.77999878,577799.9878,1.083333333
11420,Southern Co,United States,4/1/2021, SO,10000,62.33000183,623300.0183,1.083333333
11485,Southern Co,United States,5/3/2021, SO,10000,66.69999695,666999.9695,1.083333333
11550,Southern Co,United States,7/15/2021, SO,10000,62.72000122,627200.0122,1.083333333
11615,Southern Co,United States,8/9/2021, SO,10000,64.91000366,649100.0366,1.083333333
11680,Southern Co,United States,9/2/2021, SO,10000,66.98000336,669800.0336,1.083333333
11745,Southern Co,United States,9/9/2021, SO,10000,67.54000092,675400.0092,1.083333333
11811,Southern Co,United States,10/19/2021, SO,10000,63.15000153,631500.0153,1.083333333
11876,Southern Co,United States,10/29/2021, SO,10000,63.09000015,630900.0015,1.083333333
11941,Southern Co,United States,12/14/2021, SO,10000,66.45999908,664599.9908,1.083333333
12006,Southern Co,United States,1/25/2022, SO,10000,67.80000305,678000.0305,1.083333333
12071,Southern Co,United States,2/9/2022, SO,10000,68.38999939,683899.9939,1.083333333
12137,Southern Co,United States,2/16/2022, SO,10000,65.47000122,654700.0122,1.083333333
12203,Southern Co,United States,3/16/2022, SO,10000,68.68000031,686800.0031,1.083333333
12269,Southern Co,United States,4/11/2022, SO,10000,76.87000275,768700.0275,1.083333333
12335,Southern Co,United States,5/11/2022, SO,10000,74.98999786,749899.9786,1.083333333
12401,Southern Co,United States,6/14/2022, SO,10000,68.87999725,688799.9725,1.083333333
12467,Southern Co,United States,7/15/2022, SO,10000,72.48999786,724899.9786,1.083333333
12534,Southern Co,United States,8/8/2022, SO,10000,78.15000153,781500.0153,1.083333333
12601,Southern Co,United States,9/14/2022, SO,10000,79.73999786,797399.9786,1.083333333
12667,Southern Co,United States,10/19/2022, SO,10000,65.12000275,651200.0275,1.083333333
12733,Southern Co,United States,11/9/2022, SO,10000,64.37000275,643700.0275,1.083333333
12800,Southern Co,United States,12/16/2022, SO,10000,70.23000336,702300.0336,1.083333333
12870,Southern Co,United States,1/27/2023, SO,10000,68.16999817,681699.9817,1.083333333
12940,Southern Co,United States,2/8/2023, SO,10000,67.30999756,673099.9756,1.083333333
13010,Southern Co,United States,2/24/2023, SO,10000,64.65000153,646500.0153,1.083333333
13079,Southern Co,United States,3/9/2023, SO,10000,65.91000366,659100.0366,1.083333333
6132,Rothschild & Co SCA,France,4/14/2020, PIEJF,10000,20.23999977,202399.9977,0.396825397
6234,Rothschild & Co SCA,France,5/19/2020, PIEJF,10000,18.04999924,180499.9924,0.396825397
6336,Rothschild & Co SCA,France,6/10/2020, PIEJF,10000,20.79999924,207999.9924,0.396825397
6439,Rothschild & Co SCA,France,7/16/2020, PIEJF,10000,25.14999962,251499.9962,0.396825397
6541,Rothschild & Co SCA,France,8/11/2020, PIEJF,10000,25.60000038,256000.0038,0.396825397
6651,Rothschild & Co SCA,France,9/28/2020, PIEJF,10000,27.20000076,272000.0076,0.396825397
6763,Rothschild & Co SCA,France,11/11/2020, PIEJF,10000,29.39999962,293999.9962,0.396825397
6875,Rothschild & Co SCA,France,1/21/2021, PIEJF,10000,34.88000107,348800.0107,0.396825397
6988,Rothschild & Co SCA,France,3/3/2021, PIEJF,10000,36.65999985,366599.9985,0.396825397
7101,Rothschild & Co SCA,France,4/1/2021, PIEJF,10000,37.54999924,375499.9924,0.396825397
7215,Rothschild & Co SCA,France,5/3/2021, PIEJF,10000,35.38000107,353800.0107,0.396825397
7328,Rothschild & Co SCA,France,7/15/2021, PIEJF,10000,37.5,375000.0,0.396825397
7441,Rothschild & Co SCA,France,8/9/2021, PIEJF,10000,38.24000168,382400.0168,0.396825397
7553,Rothschild & Co SCA,France,9/2/2021, PIEJF,10000,38.70000076,387000.0076,0.396825397
7664,Rothschild & Co SCA,France,9/9/2021, PIEJF,10000,38.70000076,387000.0076,0.396825397
7775,Rothschild & Co SCA,France,10/19/2021, PIEJF,10000,44.70000076,447000.0076,0.396825397
7886,Rothschild & Co SCA,France,10/29/2021, PIEJF,10000,44.29999924,442999.9924,0.396825397
7998,Rothschild & Co SCA,France,12/14/2021, PIEJF,10000,44.0,440000.0,0.396825397
8111,Rothschild & Co SCA,France,1/25/2022, PIEJF,10000,46.00999832,460099.9832,0.396825397
8224,Rothschild & Co SCA,France,2/9/2022, PIEJF,10000,42.99000168,429900.0168,0.396825397
8338,Rothschild & Co SCA,France,2/16/2022, PIEJF,10000,44.29999924,442999.9924,0.396825397
8449,Rothschild & Co SCA,France,3/16/2022, PIEJF,10000,39.52999878,395299.9878,0.396825397
8558,Rothschild & Co SCA,France,4/11/2022, PIEJF,10000,41.90000153,419000.0153,0.396825397
8667,Rothschild & Co SCA,France,5/11/2022, PIEJF,10000,35.65999985,356599.9985,0.396825397
8776,Rothschild & Co SCA,France,6/14/2022, PIEJF,10000,37.34000015,373400.0015,0.396825397
8884,Rothschild & Co SCA,France,7/15/2022, PIEJF,10000,32.99000168,329900.0168,0.396825397
8992,Rothschild & Co SCA,France,8/8/2022, PIEJF,10000,36.83000183,368300.0183,0.396825397
9100,Rothschild & Co SCA,France,9/14/2022, PIEJF,10000,35.29999924,352999.9924,0.396825397
9208,Rothschild & Co SCA,France,10/19/2022, PIEJF,10000,33.15000153,331500.0153,0.396825397
9315,Rothschild & Co SCA,France,11/9/2022, PIEJF,10000,37.75,377500.0,0.396825397
9417,Rothschild & Co SCA,France,12/16/2022, PIEJF,10000,38.79999924,387999.9924,0.396825397
9517,Rothschild & Co SCA,France,1/27/2023, PIEJF,10000,40.79999924,407999.9924,0.396825397
9617,Rothschild & Co SCA,France,2/8/2023, PIEJF,10000,50.25,502500.0,0.396825397
9716,Rothschild & Co SCA,France,2/24/2023, PIEJF,10000,50.79000092,507900.0092,0.396825397
9815,Rothschild & Co SCA,France,3/9/2023, PIEJF,10000,50.11999893,501199.9893,0.396825397
840,NetEase Inc,Cayman Islands,3/3/2021, NETTF,10000,23.25,232500.0,0.396825397
952,NetEase Inc,Cayman Islands,4/1/2021, NETTF,10000,23.0,230000.0,0.396825397
1064,NetEase Inc,Cayman Islands,5/3/2021, NETTF,10000,24.0,240000.0,0.396825397
1181,NetEase Inc,Cayman Islands,7/15/2021, NETTF,10000,24.0,240000.0,0.396825397
1298,NetEase Inc,Cayman Islands,8/9/2021, NETTF,10000,20.0,200000.0,0.396825397
1416,NetEase Inc,Cayman Islands,9/2/2021, NETTF,10000,21.0,210000.0,0.396825397
1538,NetEase Inc,Cayman Islands,9/9/2021, NETTF,10000,19.0,190000.0,0.396825397
1662,NetEase Inc,Cayman Islands,10/19/2021, NETTF,10000,20.29999924,202999.9924,0.396825397
1786,NetEase Inc,Cayman Islands,10/29/2021, NETTF,10000,21.96999931,219699.9931,0.396825397
1912,NetEase Inc,Cayman Islands,12/14/2021, NETTF,10000,20.86000061,208600.0061,0.396825397
2038,NetEase Inc,Cayman Islands,1/25/2022, NETTF,10000,19.77000046,197700.0046,0.396825397
2164,NetEase Inc,Cayman Islands,2/9/2022, NETTF,10000,21.60000038,216000.0038,0.396825397
2290,NetEase Inc,Cayman Islands,2/16/2022, NETTF,10000,20.39999962,203999.9962,0.396825397
2413,NetEase Inc,Cayman Islands,3/16/2022, NETTF,10000,18.37999916,183799.9916,0.396825397
2536,NetEase Inc,Cayman Islands,4/11/2022, NETTF,10000,19.5,195000.0,0.396825397
2659,NetEase Inc,Cayman Islands,5/11/2022, NETTF,10000,17.92000008,179200.0008,0.396825397
2780,NetEase Inc,Cayman Islands,6/14/2022, NETTF,10000,21.32999992,213299.9992,0.396825397
2902,NetEase Inc,Cayman Islands,7/15/2022, NETTF,10000,17.22999954,172299.9954,0.396825397
3024,NetEase Inc,Cayman Islands,8/8/2022, NETTF,10000,18.42000008,184200.0008,0.396825397
3146,NetEase Inc,Cayman Islands,9/14/2022, NETTF,10000,17.01499939,170149.9939,0.396825397
3267,NetEase Inc,Cayman Islands,10/19/2022, NETTF,10000,14.06999969,140699.9969,0.396825397
3387,NetEase Inc,Cayman Islands,11/9/2022, NETTF,10000,12.40999985,124099.9985,0.396825397
3517,NetEase Inc,Cayman Islands,12/16/2022, NETTF,10000,14.78999996,147899.9996,0.396825397
3649,NetEase Inc,Cayman Islands,1/27/2023, NETTF,10000,18.58799934,185879.9934,0.396825397
3781,NetEase Inc,Cayman Islands,2/8/2023, NETTF,10000,17.95999908,179599.9908,0.396825397
3914,NetEase Inc,Cayman Islands,2/24/2023, NETTF,10000,15.88599968,158859.9968,0.396825397
4053,NetEase Inc,Cayman Islands,3/9/2023, NETTF,10000,16.45800018,164580.0018,0.396825397
475,CIFI Holdings (Group) Co Ltd,Cayman Islands,9/28/2020, CFFHF,10000,0.764999986,7649.99986,0.396825397
579,CIFI Holdings (Group) Co Ltd,Cayman Islands,11/11/2020, CFFHF,10000,0.81099999,8109.9999,0.396825397
687,CIFI Holdings (Group) Co Ltd,Cayman Islands,1/21/2021, CFFHF,10000,0.800000012,8000.00012,0.396825397
797,CIFI Holdings (Group) Co Ltd,Cayman Islands,3/3/2021, CFFHF,10000,0.940999985,9409.99985,0.396825397
908,CIFI Holdings (Group) Co Ltd,Cayman Islands,4/1/2021, CFFHF,10000,0.910000026,9100.00026,0.396825397
1020,CIFI Holdings (Group) Co Ltd,Cayman Islands,5/3/2021, CFFHF,10000,0.879999995,8799.99995,0.396825397
1137,CIFI Holdings (Group) Co Ltd,Cayman Islands,7/15/2021, CFFHF,10000,0.730000019,7300.00019,0.396825397
1255,CIFI Holdings (Group) Co Ltd,Cayman Islands,8/9/2021, CFFHF,10000,0.610000014,6100.00014,0.396825397
1373,CIFI Holdings (Group) Co Ltd,Cayman Islands,9/2/2021, CFFHF,10000,0.660000026,6600.00026,0.396825397
1492,CIFI Holdings (Group) Co Ltd,Cayman Islands,9/9/2021, CFFHF,10000,0.660000026,6600.00026,0.396825397
1616,CIFI Holdings (Group) Co Ltd,Cayman Islands,10/19/2021, CFFHF,10000,0.600000024,6000.00024,0.396825397
1740,CIFI Holdings (Group) Co Ltd,Cayman Islands,10/29/2021, CFFHF,10000,0.600000024,6000.00024,0.396825397
1866,CIFI Holdings (Group) Co Ltd,Cayman Islands,12/14/2021, CFFHF,10000,0.569999993,5699.99993,0.396825397
1992,CIFI Holdings (Group) Co Ltd,Cayman Islands,1/25/2022, CFFHF,10000,0.589999974,5899.99974,0.396825397
2118,CIFI Holdings (Group) Co Ltd,Cayman Islands,2/9/2022, CFFHF,10000,0.589999974,5899.99974,0.396825397
2244,CIFI Holdings (Group) Co Ltd,Cayman Islands,2/16/2022, CFFHF,10000,0.589999974,5899.99974,0.396825397
0,3SBio Inc,Cayman Islands,4/14/2020, TRSBF,10000,1.429999948,14299.99948,0.396825397
91,3SBio Inc,Cayman Islands,5/19/2020, TRSBF,10000,1.429999948,14299.99948,0.396825397
182,3SBio Inc,Cayman Islands,6/10/2020, TRSBF,10000,1.429999948,14299.99948,0.396825397
273,3SBio Inc,Cayman Islands,7/16/2020, TRSBF,10000,1.429999948,14299.99948,0.396825397
363,3SBio Inc,Cayman Islands,8/11/2020, TRSBF,10000,1.429999948,14299.99948,0.396825397
453,3SBio Inc,Cayman Islands,9/28/2020, TRSBF,10000,1.429999948,14299.99948,0.396825397
557,3SBio Inc,Cayman Islands,11/11/2020, TRSBF,10000,1.429999948,14299.99948,0.396825397
663,3SBio Inc,Cayman Islands,1/21/2021, TRSBF,10000,1.429999948,14299.99948,0.396825397
773,3SBio Inc,Cayman Islands,3/3/2021, TRSBF,10000,1.429999948,14299.99948,0.396825397
883,3SBio Inc,Cayman Islands,4/1/2021, TRSBF,10000,0.910000026,9100.00026,0.396825397
996,3SBio Inc,Cayman Islands,5/3/2021, TRSBF,10000,0.910000026,9100.00026,0.396825397
1114,3SBio Inc,Cayman Islands,7/15/2021, TRSBF,10000,0.99000001,9900.0001,0.396825397
1231,3SBio Inc,Cayman Islands,8/9/2021, TRSBF,10000,0.800000012,8000.00012,0.396825397
1349,3SBio Inc,Cayman Islands,9/2/2021, TRSBF,10000,0.800000012,8000.00012,0.396825397
1467,3SBio Inc,Cayman Islands,9/9/2021, TRSBF,10000,0.800000012,8000.00012,0.396825397
1591,3SBio Inc,Cayman Islands,10/19/2021, TRSBF,10000,0.800000012,8000.00012,0.396825397
1715,3SBio Inc,Cayman Islands,10/29/2021, TRSBF,10000,0.800000012,8000.00012,0.396825397
1839,3SBio Inc,Cayman Islands,12/14/2021, TRSBF,10000,0.800000012,8000.00012,0.396825397
