,Company,Country,CreatedDate,Ticker,Quantity,Stock_Price,Invested_Value,ESGScore
1621,Dali Foods Group Co Ltd,Cayman Islands,10/19/2021, DLLFF,10000,0.629999995,6299.99995,0.396825397
1745,Dali Foods Group Co Ltd,Cayman Islands,10/29/2021, DLLFF,10000,0.629999995,6299.99995,0.396825397
1871,Dali Foods Group Co Ltd,Cayman Islands,12/14/2021, DLLFF,10000,0.629999995,6299.99995,0.396825397
1997,Dali Foods Group Co Ltd,Cayman Islands,1/25/2022, DLLFF,10000,0.50999999,5099.9999,0.396825397
2123,Dali Foods Group Co Ltd,Cayman Islands,2/9/2022, DLLFF,10000,0.50999999,5099.9999,0.396825397
2249,Dali Foods Group Co Ltd,Cayman Islands,2/16/2022, DLLFF,10000,0.50999999,5099.9999,0.396825397
2373,Dali Foods Group Co Ltd,Cayman Islands,3/16/2022, DLLFF,10000,0.449999988,4499.99988,0.396825397
2496,Dali Foods Group Co Ltd,Cayman Islands,4/11/2022, DLLFF,10000,0.449999988,4499.99988,0.396825397
2619,Dali Foods Group Co Ltd,Cayman Islands,5/11/2022, DLLFF,10000,0.449999988,4499.99988,0.396825397
2742,Dali Foods Group Co Ltd,Cayman Islands,6/14/2022, DLLFF,10000,0.449999988,4499.99988,0.396825397
2863,Dali Foods Group Co Ltd,Cayman Islands,7/15/2022, DLLFF,10000,0.449999988,4499.99988,0.396825397
2985,Dali Foods Group Co Ltd,Cayman Islands,8/8/2022, DLLFF,10000,0.449999988,4499.99988,0.396825397
3106,Dali Foods Group Co Ltd,Cayman Islands,9/14/2022, DLLFF,10000,0.449999988,4499.99988,0.396825397
3227,Dali Foods Group Co Ltd,Cayman Islands,10/19/2022, DLLFF,10000,0.449999988,4499.99988,0.396825397
3347,Dali Foods Group Co Ltd,Cayman Islands,11/9/2022, DLLFF,10000,0.449999988,4499.99988,0.396825397
3467,Dali Foods Group Co Ltd,Cayman Islands,12/16/2022, DLLFF,10000,0.449999988,4499.99988,0.396825397
3600,Dali Foods Group Co Ltd,Cayman Islands,1/27/2023, DLLFF,10000,0.449999988,4499.99988,0.396825397
3732,Dali Foods Group Co Ltd,Cayman Islands,2/8/2023, DLLFF,10000,0.449999988,4499.99988,0.396825397
3864,Dali Foods Group Co Ltd,Cayman Islands,2/24/2023, DLLFF,10000,0.421000004,4210.00004,0.396825397
4000,Dali Foods Group Co Ltd,Cayman Islands,3/9/2023, DLLFF,10000,0.421000004,4210.00004,0.396825397
12091,Avangrid Inc,United States,2/16/2022, AGR,10000,44.13499832,441349.9832,0.722222222
12157,Avangrid Inc,United States,3/16/2022, AGR,10000,45.04999924,450499.9924,0.722222222
12223,Avangrid Inc,United States,4/11/2022, AGR,10000,49.47999954,494799.9954,0.722222222
12289,Avangrid Inc,United States,5/11/2022, AGR,10000,44.33000183,443300.0183,0.722222222
12355,Avangrid Inc,United States,6/14/2022, AGR,10000,45.31499863,453149.9863,0.722222222
12421,Avangrid Inc,United States,7/15/2022, AGR,10000,45.75999832,457599.9832,0.722222222
12487,Avangrid Inc,United States,8/8/2022, AGR,10000,49.61000061,496100.0061,0.722222222
12554,Avangrid Inc,United States,9/14/2022, AGR,10000,50.34000015,503400.0015,0.722222222
12621,Avangrid Inc,United States,10/19/2022, AGR,10000,40.08000183,400800.0183,0.722222222
12687,Avangrid Inc,United States,11/9/2022, AGR,10000,39.67499924,396749.9924,0.722222222
12753,Avangrid Inc,United States,12/16/2022, AGR,10000,42.49000168,424900.0168,0.722222222
12820,Avangrid Inc,United States,1/27/2023, AGR,10000,42.36000061,423600.0061,0.722222222
12890,Avangrid Inc,United States,2/8/2023, AGR,10000,41.15999985,411599.9985,0.722222222
12960,Avangrid Inc,United States,2/24/2023, AGR,10000,40.56000137,405600.0137,0.722222222
13030,Avangrid Inc,United States,3/9/2023, AGR,10000,39.66999817,396699.9817,0.722222222
29,Fulcrum Utility Services Ltd,Cayman Islands,4/14/2020,FCRM,10000,0.200000003,2000.00003,0.396825397
120,Fulcrum Utility Services Ltd,Cayman Islands,5/19/2020,FCRM,10000,0.189999998,1899.99998,0.396825397
211,Fulcrum Utility Services Ltd,Cayman Islands,6/10/2020,FCRM,10000,0.189999998,1899.99998,0.396825397
301,Fulcrum Utility Services Ltd,Cayman Islands,7/16/2020,FCRM,10000,0.159999996,1599.99996,0.396825397
391,Fulcrum Utility Services Ltd,Cayman Islands,8/11/2020,FCRM,10000,0.200000003,2000.00003,0.396825397
483,Fulcrum Utility Services Ltd,Cayman Islands,9/28/2020,FCRM,10000,0.219999999,2199.99999,0.396825397
587,Fulcrum Utility Services Ltd,Cayman Islands,11/11/2020,FCRM,10000,0.150000006,1500.00006,0.396825397
6096,Engie SA,France,4/14/2020, ENGIY,10000,10.77000046,107700.0046,0.793650794
6198,Engie SA,France,5/19/2020, ENGIY,10000,10.72000027,107200.0027,0.793650794
6300,Engie SA,France,6/10/2020, ENGIY,10000,13.19999981,131999.9981,0.793650794
6402,Engie SA,France,7/16/2020, ENGIY,10000,12.90999985,129099.9985,0.793650794
6504,Engie SA,France,8/11/2020, ENGIY,10000,14.27999973,142799.9973,0.793650794
6608,Engie SA,France,9/28/2020, ENGIY,10000,13.28999996,132899.9996,1.19047619
6720,Engie SA,France,11/11/2020, ENGIY,10000,14.44999981,144499.9981,0.793650794
6832,Engie SA,France,1/21/2021, ENGIY,10000,16.21999931,162199.9931,0.793650794
6946,Engie SA,France,3/3/2021, ENGIY,10000,14.02000046,140200.0046,0.793650794
7059,Engie SA,France,4/1/2021, ENGIY,10000,14.39000034,143900.0034,0.793650794
7173,Engie SA,France,5/3/2021, ENGIY,10000,15.09000015,150900.0015,0.793650794
7288,Engie SA,France,7/15/2021, ENGIY,10000,13.64000034,136400.0034,0.793650794
7401,Engie SA,France,8/9/2021, ENGIY,10000,13.82999992,138299.9992,0.793650794
7513,Engie SA,France,9/2/2021, ENGIY,10000,14.42000008,144200.0008,0.793650794
7625,Engie SA,France,9/9/2021, ENGIY,10000,14.34000015,143400.0015,0.793650794
7736,Engie SA,France,10/19/2021, ENGIY,10000,13.81000042,138100.0042,0.793650794
7847,Engie SA,France,10/29/2021, ENGIY,10000,14.38000011,143800.0011,0.793650794
7958,Engie SA,France,12/14/2021, ENGIY,10000,14.65999985,146599.9985,1.19047619
8071,Engie SA,France,1/25/2022, ENGIY,10000,14.97999954,149799.9954,1.19047619
8184,Engie SA,France,2/9/2022, ENGIY,10000,16.53000069,165300.0069,1.19047619
8297,Engie SA,France,2/16/2022, ENGIY,10000,16.20000076,162000.0076,1.19047619
8409,Engie SA,France,3/16/2022, ENGIY,10000,13.32999992,133299.9992,1.19047619
8518,Engie SA,France,4/11/2022, ENGIY,10000,12.61999989,126199.9989,1.19047619
8627,Engie SA,France,5/11/2022, ENGIY,10000,11.90999985,119099.9985,1.19047619
8736,Engie SA,France,6/14/2022, ENGIY,10000,12.67000008,126700.0008,1.19047619
8843,Engie SA,France,7/15/2022, ENGIY,10000,11.19999981,111999.9981,1.19047619
8951,Engie SA,France,8/8/2022, ENGIY,10000,12.90999985,129099.9985,1.19047619
9059,Engie SA,France,9/14/2022, ENGIY,10000,13.21000004,132100.0004,1.19047619
9167,Engie SA,France,10/19/2022, ENGIY,10000,12.02999973,120299.9973,1.19047619
9274,Engie SA,France,11/9/2022, ENGIY,10000,13.5,135000.0,1.19047619
9378,Engie SA,France,12/16/2022, ENGIY,10000,14.81999969,148199.9969,1.19047619
9478,Engie SA,France,1/27/2023, ENGIY,10000,14.10000038,141000.0038,1.19047619
9578,Engie SA,France,2/8/2023, ENGIY,10000,14.11999989,141199.9989,1.19047619
9678,Engie SA,France,2/24/2023, ENGIY,10000,14.88000011,148800.0011,1.19047619
9777,Engie SA,France,3/9/2023, ENGIY,10000,14.89000034,148900.0034,1.19047619
88,Xinyi Glass Holdings Ltd,Cayman Islands,4/14/2020, XYIGF,10000,1.129999995,11299.99995,0.396825397
179,Xinyi Glass Holdings Ltd,Cayman Islands,5/19/2020, XYIGF,10000,1.110000014,11100.00014,0.396825397
270,Xinyi Glass Holdings Ltd,Cayman Islands,6/10/2020, XYIGF,10000,1.215600014,12156.00014,0.396825397
360,Xinyi Glass Holdings Ltd,Cayman Islands,7/16/2020, XYIGF,10000,1.235599995,12355.99995,0.396825397
450,Xinyi Glass Holdings Ltd,Cayman Islands,8/11/2020, XYIGF,10000,1.5,15000.0,0.396825397
553,Xinyi Glass Holdings Ltd,Cayman Islands,9/28/2020, XYIGF,10000,1.789999962,17899.99962,0.396825397
659,Xinyi Glass Holdings Ltd,Cayman Islands,11/11/2020, XYIGF,10000,1.950000048,19500.00048,0.396825397
769,Xinyi Glass Holdings Ltd,Cayman Islands,1/21/2021, XYIGF,10000,2.529999971,25299.99971,0.396825397
879,Xinyi Glass Holdings Ltd,Cayman Islands,3/3/2021, XYIGF,10000,2.99000001,29900.0001,0.396825397
992,Xinyi Glass Holdings Ltd,Cayman Islands,4/1/2021, XYIGF,10000,3.109999895,31099.99895,0.396825397
1109,Xinyi Glass Holdings Ltd,Cayman Islands,5/3/2021, XYIGF,10000,3.220000029,32200.00029,0.396825397
1226,Xinyi Glass Holdings Ltd,Cayman Islands,7/15/2021, XYIGF,10000,4.239999771,42399.99771,0.396825397
1344,Xinyi Glass Holdings Ltd,Cayman Islands,8/9/2021, XYIGF,10000,3.99000001,39900.0001,0.396825397
1462,Xinyi Glass Holdings Ltd,Cayman Islands,9/2/2021, XYIGF,10000,4.039999962,40399.99962,0.396825397
1586,Xinyi Glass Holdings Ltd,Cayman Islands,9/9/2021, XYIGF,10000,4.039999962,40399.99962,0.396825397
1710,Xinyi Glass Holdings Ltd,Cayman Islands,10/19/2021, XYIGF,10000,2.589999914,25899.99914,0.396825397
1834,Xinyi Glass Holdings Ltd,Cayman Islands,10/29/2021, XYIGF,10000,2.809999943,28099.99943,0.396825397
1960,Xinyi Glass Holdings Ltd,Cayman Islands,12/14/2021, XYIGF,10000,2.523999929,25239.99929,0.396825397
2086,Xinyi Glass Holdings Ltd,Cayman Islands,1/25/2022, XYIGF,10000,2.704999924,27049.99924,0.396825397
2212,Xinyi Glass Holdings Ltd,Cayman Islands,2/9/2022, XYIGF,10000,2.849999905,28499.99905,0.396825397
2338,Xinyi Glass Holdings Ltd,Cayman Islands,2/16/2022, XYIGF,10000,2.776000023,27760.00023,0.396825397
2461,Xinyi Glass Holdings Ltd,Cayman Islands,3/16/2022, XYIGF,10000,2.420000076,24200.00076,0.396825397
2584,Xinyi Glass Holdings Ltd,Cayman Islands,4/11/2022, XYIGF,10000,2.359999895,23599.99895,0.396825397
2707,Xinyi Glass Holdings Ltd,Cayman Islands,5/11/2022, XYIGF,10000,2.203999996,22039.99996,0.396825397
2828,Xinyi Glass Holdings Ltd,Cayman Islands,6/14/2022, XYIGF,10000,2.170000076,21700.00076,0.396825397
2950,Xinyi Glass Holdings Ltd,Cayman Islands,7/15/2022, XYIGF,10000,2.119999886,21199.99886,0.396825397
3072,Xinyi Glass Holdings Ltd,Cayman Islands,8/8/2022, XYIGF,10000,2.053999901,20539.99901,0.396825397
3193,Xinyi Glass Holdings Ltd,Cayman Islands,9/14/2022, XYIGF,10000,1.840000033,18400.00033,0.396825397
3313,Xinyi Glass Holdings Ltd,Cayman Islands,10/19/2022, XYIGF,10000,1.470000029,14700.00029,0.396825397
3432,Xinyi Glass Holdings Ltd,Cayman Islands,11/9/2022, XYIGF,10000,1.572000027,15720.00027,0.396825397
3564,Xinyi Glass Holdings Ltd,Cayman Islands,12/16/2022, XYIGF,10000,1.960000038,19600.00038,0.396825397
3696,Xinyi Glass Holdings Ltd,Cayman Islands,1/27/2023, XYIGF,10000,2.191999912,21919.99912,0.396825397
3828,Xinyi Glass Holdings Ltd,Cayman Islands,2/8/2023, XYIGF,10000,2.058000088,20580.00088,0.396825397
3961,Xinyi Glass Holdings Ltd,Cayman Islands,2/24/2023, XYIGF,10000,1.942000031,19420.00031,0.396825397
4101,Xinyi Glass Holdings Ltd,Cayman Islands,3/9/2023, XYIGF,10000,1.845999956,18459.99956,0.396825397
12838,Excelerate Energy Inc,United States,1/27/2023,EE,10000,23.87000084,238700.0084,0.722222222
12908,Excelerate Energy Inc,United States,2/8/2023,EE,10000,22.70000076,227000.0076,0.722222222
12978,Excelerate Energy Inc,United States,2/24/2023,EE,10000,21.28000069,212800.0069,0.722222222
13048,Excelerate Energy Inc,United States,3/9/2023,EE,10000,22.12000084,221200.0084,0.722222222
4172,TravelSky Technology Ltd,China,4/14/2020, TSYHF,10000,1.889999986,18899.99986,0.396825397
4245,TravelSky Technology Ltd,China,5/19/2020, TSYHF,10000,1.730000019,17300.00019,0.396825397
4318,TravelSky Technology Ltd,China,6/10/2020, TSYHF,10000,2.230000019,22300.00019,0.396825397
4391,TravelSky Technology Ltd,China,7/16/2020, TSYHF,10000,1.730000019,17300.00019,0.396825397
4464,TravelSky Technology Ltd,China,8/11/2020, TSYHF,10000,1.820000052,18200.00052,0.396825397
4514,TravelSky Technology Ltd,China,9/28/2020, TSYHF,10000,2.25999999,22599.9999,0.396825397
4564,TravelSky Technology Ltd,China,11/11/2020, TSYHF,10000,2.440000057,24400.00057,0.396825397
4614,TravelSky Technology Ltd,China,1/21/2021, TSYHF,10000,2.430000067,24300.00067,0.396825397
4664,TravelSky Technology Ltd,China,3/3/2021, TSYHF,10000,2.470000029,24700.00029,0.396825397
4715,TravelSky Technology Ltd,China,4/1/2021, TSYHF,10000,2.319999933,23199.99933,0.396825397
4766,TravelSky Technology Ltd,China,5/3/2021, TSYHF,10000,2.210000038,22100.00038,0.396825397
4818,TravelSky Technology Ltd,China,7/15/2021, TSYHF,10000,1.830000043,18300.00043,0.396825397
4870,TravelSky Technology Ltd,China,8/9/2021, TSYHF,10000,1.629999995,16299.99995,0.396825397
4922,TravelSky Technology Ltd,China,9/2/2021, TSYHF,10000,1.879999995,18799.99995,0.396825397
4974,TravelSky Technology Ltd,China,9/9/2021, TSYHF,10000,1.919999957,19199.99957,0.396825397
5026,TravelSky Technology Ltd,China,10/19/2021, TSYHF,10000,2.069999933,20699.99933,0.396825397
5077,TravelSky Technology Ltd,China,10/29/2021, TSYHF,10000,1.840000033,18400.00033,0.396825397
5128,TravelSky Technology Ltd,China,12/14/2021, TSYHF,10000,1.659999967,16599.99967,0.396825397
5179,TravelSky Technology Ltd,China,1/25/2022, TSYHF,10000,1.950000048,19500.00048,0.396825397
5230,TravelSky Technology Ltd,China,2/9/2022, TSYHF,10000,1.99000001,19900.0001,0.396825397
5281,TravelSky Technology Ltd,China,2/16/2022, TSYHF,10000,2.079999924,20799.99924,0.396825397
5332,TravelSky Technology Ltd,China,3/16/2022, TSYHF,10000,1.519999981,15199.99981,0.396825397
5383,TravelSky Technology Ltd,China,4/11/2022, TSYHF,10000,1.409999967,14099.99967,0.396825397
5434,TravelSky Technology Ltd,China,5/11/2022, TSYHF,10000,1.360000014,13600.00014,0.396825397
5485,TravelSky Technology Ltd,China,6/14/2022, TSYHF,10000,1.669999957,16699.99957,0.396825397
5536,TravelSky Technology Ltd,China,7/15/2022, TSYHF,10000,1.779999971,17799.99971,0.396825397
5587,TravelSky Technology Ltd,China,8/8/2022, TSYHF,10000,1.690000057,16900.00057,0.396825397
5643,TravelSky Technology Ltd,China,9/14/2022, TSYHF,10000,1.620000005,16200.00005,0.396825397
5701,TravelSky Technology Ltd,China,10/19/2022, TSYHF,10000,1.580000043,15800.00043,0.396825397
5759,TravelSky Technology Ltd,China,11/9/2022, TSYHF,10000,1.620000005,16200.00005,0.396825397
5816,TravelSky Technology Ltd,China,12/16/2022, TSYHF,10000,2.089999914,20899.99914,0.396825397
5873,TravelSky Technology Ltd,China,1/27/2023, TSYHF,10000,2.130000114,21300.00114,0.396825397
5930,TravelSky Technology Ltd,China,2/8/2023, TSYHF,10000,2.059999943,20599.99943,0.396825397
5988,TravelSky Technology Ltd,China,2/24/2023, TSYHF,10000,2.019999981,20199.99981,0.396825397
6047,TravelSky Technology Ltd,China,3/9/2023, TSYHF,10000,2.019999981,20199.99981,0.396825397
6092,Eiffage SA,France,4/14/2020, EFGSF,10000,68.48329926,684832.9926,0.396825397
6194,Eiffage SA,France,5/19/2020, EFGSF,10000,79.34279633,793427.9633,0.396825397
6296,Eiffage SA,France,6/10/2020, EFGSF,10000,91.52709961,915270.9961,0.396825397
6398,Eiffage SA,France,7/16/2020, EFGSF,10000,91.52709961,915270.9961,0.396825397
6500,Eiffage SA,France,8/11/2020, EFGSF,10000,91.52709961,915270.9961,0.396825397
6604,Eiffage SA,France,9/28/2020, EFGSF,10000,91.52709961,915270.9961,0.396825397
6716,Eiffage SA,France,11/11/2020, EFGSF,10000,80.94999695,809499.9695,0.396825397
6828,Eiffage SA,France,1/21/2021, EFGSF,10000,96.29119873,962911.9873,0.396825397
6942,Eiffage SA,France,3/3/2021, EFGSF,10000,96.29119873,962911.9873,0.396825397
7055,Eiffage SA,France,4/1/2021, EFGSF,10000,96.29119873,962911.9873,0.396825397
7169,Eiffage SA,France,5/3/2021, EFGSF,10000,111.3528976,1113528.976,0.396825397
7284,Eiffage SA,France,7/15/2021, EFGSF,10000,101.9520035,1019520.035,0.396825397
7397,Eiffage SA,France,8/9/2021, EFGSF,10000,101.9520035,1019520.035,0.396825397
7509,Eiffage SA,France,9/2/2021, EFGSF,10000,99.91590118,999159.0118,0.396825397
7621,Eiffage SA,France,9/9/2021, EFGSF,10000,99.91590118,999159.0118,0.396825397
7732,Eiffage SA,France,10/19/2021, EFGSF,10000,99.91590118,999159.0118,0.396825397
7843,Eiffage SA,France,10/29/2021, EFGSF,10000,99.91590118,999159.0118,0.396825397
7954,Eiffage SA,France,12/14/2021, EFGSF,10000,99.91590118,999159.0118,0.396825397
8067,Eiffage SA,France,1/25/2022, EFGSF,10000,107.0,1070000.0,0.396825397
8180,Eiffage SA,France,2/9/2022, EFGSF,10000,104.0,1040000.0,0.396825397
8293,Eiffage SA,France,2/16/2022, EFGSF,10000,111.6200027,1116200.027,0.396825397
8406,Eiffage SA,France,3/16/2022, EFGSF,10000,90.05000305,900500.0305,0.396825397
8515,Eiffage SA,France,4/11/2022, EFGSF,10000,90.05000305,900500.0305,0.396825397
8624,Eiffage SA,France,5/11/2022, EFGSF,10000,90.05000305,900500.0305,0.396825397
8733,Eiffage SA,France,6/14/2022, EFGSF,10000,90.05000305,900500.0305,0.396825397
8840,Eiffage SA,France,7/15/2022, EFGSF,10000,88.0,880000.0,0.396825397
8948,Eiffage SA,France,8/8/2022, EFGSF,10000,88.0,880000.0,0.396825397
9056,Eiffage SA,France,9/14/2022, EFGSF,10000,91.34999847,913499.9847,0.396825397
9164,Eiffage SA,France,10/19/2022, EFGSF,10000,85.0,850000.0,0.396825397
9271,Eiffage SA,France,11/9/2022, EFGSF,10000,87.65000153,876500.0153,0.396825397
9375,Eiffage SA,France,12/16/2022, EFGSF,10000,100.25,1002500.0,0.396825397
9475,Eiffage SA,France,1/27/2023, EFGSF,10000,100.25,1002500.0,0.396825397
9575,Eiffage SA,France,2/8/2023, EFGSF,10000,100.25,1002500.0,0.396825397
9675,Eiffage SA,France,2/24/2023, EFGSF,10000,110.625,1106250.0,0.396825397
9774,Eiffage SA,France,3/9/2023, EFGSF,10000,110.625,1106250.0,0.396825397
6064,Atos SE,France,4/14/2020, AEXAF,10000,65.04000092,650400.0092,0.396825397
6166,Atos SE,France,5/19/2020, AEXAF,10000,69.44999695,694499.9695,0.396825397
6268,Atos SE,France,6/10/2020, AEXAF,10000,81.34999847,813499.9847,0.396825397
6371,Atos SE,France,7/16/2020, AEXAF,10000,87.55000305,875500.0305,0.396825397
6473,Atos SE,France,8/11/2020, AEXAF,10000,88.16000366,881600.0366,0.396825397
6577,Atos SE,France,9/28/2020, AEXAF,10000,80.5,805000.0,0.396825397
6688,Atos SE,France,11/11/2020, AEXAF,10000,77.44999695,774499.9695,0.396825397
6800,Atos SE,France,1/21/2021, AEXAF,10000,80.75,807500.0,0.396825397
6914,Atos SE,France,3/3/2021, AEXAF,10000,76.73999786,767399.9786,0.396825397
7027,Atos SE,France,4/1/2021, AEXAF,10000,67.65000153,676500.0153,0.396825397
7141,Atos SE,France,5/3/2021, AEXAF,10000,67.69999695,676999.9695,0.396825397
7255,Atos SE,France,7/15/2021, AEXAF,10000,50.34999847,503499.9847,0.396825397
7368,Atos SE,France,8/9/2021, AEXAF,10000,47.54999924,475499.9924,0.396825397
7480,Atos SE,France,9/2/2021, AEXAF,10000,53.97000122,539700.0122,0.396825397
7592,Atos SE,France,9/9/2021, AEXAF,10000,51.15000153,511500.0153,0.396825397
7703,Atos SE,France,10/19/2021, AEXAF,10000,52.72999954,527299.9954,0.396825397
7814,Atos SE,France,10/29/2021, AEXAF,10000,53.5,535000.0,0.396825397
7925,Atos SE,France,12/14/2021, AEXAF,10000,40.70999908,407099.9908,0.396825397
8038,Atos SE,France,1/25/2022, AEXAF,10000,35.72999954,357299.9954,0.396825397
8151,Atos SE,France,2/9/2022, AEXAF,10000,38.13999939,381399.9939,0.396825397
8264,Atos SE,France,2/16/2022, AEXAF,10000,37.0,370000.0,0.396825397
8378,Atos SE,France,3/16/2022, AEXAF,10000,25.89999962,258999.9962,0.396825397
8487,Atos SE,France,4/11/2022, AEXAF,10000,24.97999954,249799.9954,0.396825397
8596,Atos SE,France,5/11/2022, AEXAF,10000,24.75,247500.0,0.396825397
8705,Atos SE,France,6/14/2022, AEXAF,10000,15.48999977,154899.9977,0.396825397
8814,Atos SE,France,7/15/2022, AEXAF,10000,11.03999996,110399.9996,0.396825397
8922,Atos SE,France,8/8/2022, AEXAF,10000,11.06000042,110600.0042,0.396825397
9030,Atos SE,France,9/14/2022, AEXAF,10000,9.199999809,91999.99809,0.396825397
9138,Atos SE,France,10/19/2022, AEXAF,10000,8.0,80000.0,0.396825397
9245,Atos SE,France,11/9/2022, AEXAF,10000,10.34000015,103400.0015,0.396825397
9352,Atos SE,France,12/16/2022, AEXAF,10000,11.0,110000.0,0.396825397
9452,Atos SE,France,1/27/2023, AEXAF,10000,12.94999981,129499.9981,0.396825397
9552,Atos SE,France,2/8/2023, AEXAF,10000,13.0,130000.0,0.396825397
9652,Atos SE,France,2/24/2023, AEXAF,10000,14.85000038,148500.0038,0.396825397
9751,Atos SE,France,3/9/2023, AEXAF,10000,16.20000076,162000.0076,0.396825397
6078,Christian Dior SE,France,4/14/2020, CHDRF,10000,360.0,3600000.0,0.396825397
6180,Christian Dior SE,France,5/19/2020, CHDRF,10000,375.0,3750000.0,0.396825397
6282,Christian Dior SE,France,6/10/2020, CHDRF,10000,456.9132996,4569132.996,0.396825397
6384,Christian Dior SE,France,7/16/2020, CHDRF,10000,475.0,4750000.0,0.396825397
6486,Christian Dior SE,France,8/11/2020, CHDRF,10000,408.0499878,4080499.878,0.396825397
6591,Christian Dior SE,France,9/28/2020, CHDRF,10000,405.25,4052500.0,0.396825397
6703,Christian Dior SE,France,11/11/2020, CHDRF,10000,503.0,5030000.0,0.396825397
6815,Christian Dior SE,France,1/21/2021, CHDRF,10000,534.0,5340000.0,0.396825397
6929,Christian Dior SE,France,3/3/2021, CHDRF,10000,586.4508057,5864508.057,0.396825397
7042,Christian Dior SE,France,4/1/2021, CHDRF,10000,600.8753052,6008753.052,0.396825397
7156,Christian Dior SE,France,5/3/2021, CHDRF,10000,755.0,7550000.0,0.396825397
7270,Christian Dior SE,France,7/15/2021, CHDRF,10000,750.0,7500000.0,0.396825397
7383,Christian Dior SE,France,8/9/2021, CHDRF,10000,832.0,8320000.0,0.396825397
7495,Christian Dior SE,France,9/2/2021, CHDRF,10000,731.0499878,7310499.878,0.396825397
7607,Christian Dior SE,France,9/9/2021, CHDRF,10000,770.0,7700000.0,0.396825397
7718,Christian Dior SE,France,10/19/2021, CHDRF,10000,755.0,7550000.0,0.396825397
7829,Christian Dior SE,France,10/29/2021, CHDRF,10000,788.9500122,7889500.122,0.396825397
7940,Christian Dior SE,France,12/14/2021, CHDRF,10000,763.6300049,7636300.049,0.396825397
8053,Christian Dior SE,France,1/25/2022, CHDRF,10000,762.0,7620000.0,0.396825397
8166,Christian Dior SE,France,2/9/2022, CHDRF,10000,770.9000244,7709000.244,0.396825397
8279,Christian Dior SE,France,2/16/2022, CHDRF,10000,739.2249756,7392249.756,0.396825397
8393,Christian Dior SE,France,3/16/2022, CHDRF,10000,604.0,6040000.0,0.396825397
8502,Christian Dior SE,France,4/11/2022, CHDRF,10000,643.8599854,6438599.854,0.396825397
8611,Christian Dior SE,France,5/11/2022, CHDRF,10000,557.0,5570000.0,0.396825397
8720,Christian Dior SE,France,6/14/2022, CHDRF,10000,625.0,6250000.0,0.396825397
8829,Christian Dior SE,France,7/15/2022, CHDRF,10000,563.0,5630000.0,0.396825397
8937,Christian Dior SE,France,8/8/2022, CHDRF,10000,655.0,6550000.0,0.396825397
9045,Christian Dior SE,France,9/14/2022, CHDRF,10000,642.7800293,6427800.293,0.396825397
9153,Christian Dior SE,France,10/19/2022, CHDRF,10000,613.9000244,6139000.244,0.396825397
9260,Christian Dior SE,France,11/9/2022, CHDRF,10000,630.0,6300000.0,0.396825397
9365,Christian Dior SE,France,12/16/2022, CHDRF,10000,768.0,7680000.0,0.396825397
9465,Christian Dior SE,France,1/27/2023, CHDRF,10000,871.0,8710000.0,0.396825397
9565,Christian Dior SE,France,2/8/2023, CHDRF,10000,837.0,8370000.0,0.396825397
9665,Christian Dior SE,France,2/24/2023, CHDRF,10000,825.0,8250000.0,0.396825397
9764,Christian Dior SE,France,3/9/2023, CHDRF,10000,823.0,8230000.0,0.396825397
4150,Guangzhou Automobile Group Co Ltd,China,4/14/2020, GNZUF,10000,0.850000024,8500.00024,0.396825397
4223,Guangzhou Automobile Group Co Ltd,China,5/19/2020, GNZUF,10000,0.899999976,8999.99976,0.396825397
4296,Guangzhou Automobile Group Co Ltd,China,6/10/2020, GNZUF,10000,0.910000026,9100.00026,0.396825397
4369,Guangzhou Automobile Group Co Ltd,China,7/16/2020, GNZUF,10000,0.819999993,8199.99993,0.396825397
4442,Guangzhou Automobile Group Co Ltd,China,8/11/2020, GNZUF,10000,1.049999952,10499.99952,0.396825397
6668,Tikehau Capital SCA,France,9/28/2020, TKKHF,10000,27.18000031,271800.0031,0.396825397
6780,Tikehau Capital SCA,France,11/11/2020, TKKHF,10000,27.18000031,271800.0031,0.396825397
6893,Tikehau Capital SCA,France,1/21/2021, TKKHF,10000,29.0,290000.0,0.396825397
7006,Tikehau Capital SCA,France,3/3/2021, TKKHF,10000,29.0,290000.0,0.396825397
7119,Tikehau Capital SCA,France,4/1/2021, TKKHF,10000,29.0,290000.0,0.396825397
7233,Tikehau Capital SCA,France,5/3/2021, TKKHF,10000,29.0,290000.0,0.396825397
7346,Tikehau Capital SCA,France,7/15/2021, TKKHF,10000,29.0,290000.0,0.396825397
7459,Tikehau Capital SCA,France,8/9/2021, TKKHF,10000,29.0,290000.0,0.396825397
7571,Tikehau Capital SCA,France,9/2/2021, TKKHF,10000,29.0,290000.0,0.396825397
7682,Tikehau Capital SCA,France,9/9/2021, TKKHF,10000,29.0,290000.0,0.396825397
7793,Tikehau Capital SCA,France,10/19/2021, TKKHF,10000,29.0,290000.0,0.396825397
7904,Tikehau Capital SCA,France,10/29/2021, TKKHF,10000,29.0,290000.0,0.396825397
8017,Tikehau Capital SCA,France,12/14/2021, TKKHF,10000,29.0,290000.0,0.396825397
8130,Tikehau Capital SCA,France,1/25/2022, TKKHF,10000,25.85000038,258500.0038,0.396825397
8243,Tikehau Capital SCA,France,2/9/2022, TKKHF,10000,26.45000076,264500.0076,0.396825397
8357,Tikehau Capital SCA,France,2/16/2022, TKKHF,10000,26.45000076,264500.0076,0.396825397
